service_approval_number, date_approval_granted, geocode_level, trading_name, provider_approval_number, state, postcode, conditions, legal_name, suburb, address, ogc_fid, longitude, latitude
null,"29 Dec 2011","Address",null,"PR-00002363","VIC",3106,null,"Happyland Childcare Centres Pty Ltd","TEMPLESTOWE","1 RASMUSSEN DRIVE ",8785,145.133641,-37.764575
null,"29 Dec 2011","Address",null,"PR-00002771","VIC",3114,null,"Park Orchards Primary School Council","PARK ORCHARDS","1-3 BOWMORE AVENUE ",8786,145.215816,-37.779862
null,"29 Dec 2011","Address",null,"PR-00002065","VIC",3073,null,"Oakhill Preschool Assoc Inc","RESERVOIR","12 ACHERON AVENUE ",8787,145.017039,-37.723513
null,"29 Dec 2011","Address",null,"PR-00002347","VIC",3079,null,"Dimax Pty Ltd","IVANHOE","130 MARSHALL STREET ",8788,145.048043,-37.765991
null,"29 Dec 2011","Address",null,"PR-00001663","VIC",3205,null,"Melbourne City Mission Inc","SOUTH MELBOURNE","164 KINGS WAY ",8789,144.9628436,-37.8288747
null,"29 Dec 2011","Address",null,"PR-00002114","VIC",3020,null,"Killeen Street Child Care Centre Inc","SUNSHINE","23 KILLEEN STREET ",8793,144.819242,-37.797284
null,"29 Dec 2011","Address",null,"PR-00001406","VIC",3127,null,"Canterbury & District Preschool Inc","SURREY HILLS","26 GUILDFORD ROAD ",8794,145.0893879,-37.8219169
null,"29 Dec 2011","Address",null,"PR-00001820","VIC",3153,null,"Roman Catholic Trusts Corporation","BAYSWATER","27 ORANGE GROVE ",8795,145.2649366,-37.8480293
null,"29 Dec 2011","Address",null,"PR-00001893","VIC",3105,null,"Vista Valley Kindergarten Association Inc","BULLEEN","3 VISTA STREET ",8796,145.103095,-37.7778221
null,"25 Mar 2015","Address","Nouh Family Day Care","PR-40001734","VIC",3065,null,"Nouh Family Day Care Pty Ltd","FITZROY","59 BRUNSWICK STREET ",8801,144.977039,-37.805409
null,"22 Jan 2013","Address","Kids Care Family Day Care Pty Ltd","PR-00006947","VIC",3029,null,"Kids Care Family Day Care Pty Ltd","TARNEIT","1 OLIVIA RISE ",8807,144.6533076,-37.8429965
null,"29 Dec 2011","Address",null,"PR-00001755","VIC",3127,null,"Anne Waller","SURREY HILLS","1A BEATRICE AVENUE ",8810,145.100422,-37.825848
null,"29 Dec 2011","Address",null,"PR-00002682","VIC",3810,null,"Pakenham Consolidated School","PAKENHAM","2 RUNDELL WAY ",8812,145.4648647,-38.0666617
null,"20 Dec 2013","Address","ZEBRA FAMILY DAY CARE","PR-40001194","VIC",3977,null,"Ms ANYIETH MAKUEI","CRANBOURNE EAST","23 MIDNIGHT RISE ",8815,145.3199429,-38.0974986
null,"29 Dec 2011","Address",null,"PR-00002143","VIC",3129,null,"Victory Group Investment Pty Ltd","BOX HILL NORTH","27 MEDWAY STREET ",8817,145.1292441,-37.8121665
null,"29 Dec 2011","Address",null,"PR-00002654","VIC",3138,null,"SR & NR Pty Ltd","MOOROOLBARK","3 TONY PLACE ",8818,145.3360721,-37.7847341
null,"17 Mar 2014","Address","LIL' ANGELS FAMILY DAY CARE","PR-40001257","VIC",3029,null,"Miss THAM THI PHAN","TRUGANINA","4 MICHY STREET ",8821,144.7229635,-37.8615489
null,"29 Dec 2011","Address",null,"PR-00001611","VIC",3152,null,"Knox City Council","WANTIRNA SOUTH","511 BURWOOD HIGHWAY ",8822,145.2450175,-37.8718487
null,"13 Jun 2014","Address","Kool Kidz - Tarneit","PR-40001917","VIC",3030,null,"Samian Pty Ltd","POINT COOK","6 URCHIN WAY ",8824,144.740504,-37.9132488
null,"28 Sep 2012","Address","Kingkids","PR-00008025","VIC",3134,null,"Kingkids Pty Ltd","WARRANDYTE SOUTH","8 FASAN RISE ",8827,145.234356,-37.771771
null,"02 Jan 2015","Address",null,"PR-40002996","VIC",3134,null,"KINGKIDS PTY LTD atf The Trustee for the King Family Trust Number 2","WARRANDYTE SOUTH","8 FASAN RISE ",8828,145.234356,-37.771771
null,"13 Apr 2012","Address",null,"PR-00006748","VIC",3042,null,"A4K Childcare Pty Ltd","NIDDRIE","1 GOBLE STREET ",8829,144.876983,-37.734878
null,"29 Dec 2011","Address",null,"PR-00002367","VIC",3088,null,"Cheeriokids Pty. Ltd. as Trustee of the Turen Family Trust","GREENSBOROUGH","20 SUNDERLAND RISE ",8835,145.125253,-37.700203
null,"29 Dec 2011","Address",null,"PR-00001853","VIC",3106,null,"Templestowe Preschool Association Inc","TEMPLESTOWE","3 SWILK STREET ",8837,145.124038,-37.756336
null,"12 Nov 2015","Address","Futuristic Traning & Recruitment Services","PR-40002530","VIC",3030,null,"Rashida Siddique","POINT COOK","4 MANNA WAY ",8839,144.7319705,-37.9077889
null,"29 Dec 2011","Address",null,"PR-00001368","VIC",3130,null,"Blackburn Pre-School Centre Inc.","BLACKBURN","40 BLACKBURN ROAD ",8841,145.152297,-37.822736
null,"29 Dec 2011","Address",null,"PR-00001425","VIC",3012,null,"Church Street Children's Centre Inc","WEST FOOTSCRAY","47 CHURCH STREET ",8842,144.877885,-37.793021
null,"29 Dec 2011","Address",null,"PR-00002399","VIC",3201,null,"Russrobin Pty Ltd","CARRUM DOWNS","59 HALL ROAD ",8843,145.182337,-38.100525
null,"08 Sep 2014","Address","Natural Wonders Early Learning Centre","PR-40002231","VIC",3137,null,"NICYLE PTY LTD","KILSYTH SOUTH","7-10 MAYGRAND CLOSE ",8844,145.310621,-37.83546
null,"29 Dec 2011","Address",null,"PR-00002423","VIC",3064,null,"Kindaland Pty Ltd","ROXBURGH PARK","12 TAPLIN WAY ",8849,144.931947,-37.625898
null,"29 Dec 2011","Address",null,"PR-00001360","VIC",3204,null,"Bentleigh Family & Child Care Co-op","BENTLEIGH","134 BREWER ROAD ",8850,145.039269,-37.922534
null,"29 Dec 2011","Address",null,"PR-00002286","VIC",3134,null,"Investwell Property Services Pty Ltd","WARRANWOOD","2 REGENCY TERRACE ",8855,145.2471345,-37.7704366
null,"27 Apr 2016","Address","Heroes and Champs Early Learning Centre","PR-40006942","VIC",3754,null,"Niki Tsakalidis","DOREEN","4 ATHALIE RISE ",8860,145.1333999,-37.6002505
null,"29 Dec 2011","Address",null,"PR-00002002","VIC",3137,null,"Larek Enterprises Pty Ltd","KILSYTH","6 JEANETTE MAREE COURT ",8865,145.3210265,-37.8238884
null,"29 Dec 2011","Address",null,"PR-00002164","VIC",3028,null,"Altona Meadows Kindergarten Inc","ALTONA MEADOWS","65 POWLETT STREET ",8867,144.781281,-37.870712
null,"29 Dec 2011","Address",null,"PR-00002049","VIC",3016,null,"Williamstown Child Care Centre Co-op Ltd","WILLIAMSTOWN","83 CECIL STREET ",8872,144.903822,-37.86529
null,"29 Dec 2011","Address",null,"PR-00002490","VIC",3053,null,"Lucantonio Nominees Pty Ltd","CARLTON","90 NEILL STREET ",8875,144.9716232,-37.7941235
null,"29 Dec 2011","Address",null,"PR-00002460","VIC",3145,null,"R.J.T. & Associates Pty Ltd trading as Red Apple Early Learning Centre","MALVERN EAST","129 WAVERLEY ROAD ",8880,145.048896,-37.875896
null,"24 Dec 2015","Address","Leontyne Ellis","PR-40003693","VIC",3977,null,"Leontyne Ellis","BOTANIC RIDGE","17 SMILEY WAY ",8882,145.2583478,-38.1461308
null,"29 Dec 2011","Address",null,"PR-00001918","VIC",3052,null,"Wimble Street Child Care Co-op","PARKVILLE","18 WIMBLE STREET ",8883,144.956041,-37.794989
null,"29 Dec 2011","Address",null,"PR-00002175","VIC",3806,null,"Merlin Childcare Pty Ltd","BERWICK","2 GIBB STREET ",8885,145.343834,-38.034801
null,"29 Dec 2011","Address",null,"PR-00002733","VIC",3036,null,"Overnewton Anglican Community College Ltd","KEILOR","2-30 OVERNEWTON ROAD ",8886,144.8216651,-37.7063198
null,"29 Dec 2011","Address",null,"PR-00001454","VIC",3175,null,"Dandenong South Preschool Centre Inc","DANDENONG","21 CANBERRA AVENUE ",8888,145.2078533,-37.9961913
null,"29 Dec 2011","Address",null,"PR-00002511","VIC",3186,null,"Charlie Brown Child Care Centre Pty Ltd ATF Charlie Brown Unit Trust","BRIGHTON","22 ORCHARD STREET ",8889,144.9961244,-37.90144
null,"29 Dec 2011","Address",null,"PR-00002166","VIC",3186,null,"Trident Personnel Pty Ltd","BRIGHTON","22 ORCHARD STREET ",8890,144.9961244,-37.90144
null,"29 Dec 2011","Address",null,"PR-00002086","VIC",3126,null,"Strathcona Baptist Girls Grammar School Ltd","CANTERBURY","34 SCOTT STREET ",8893,145.0803664,-37.8291761
null,"29 Dec 2011","Address",null,"PR-00001995","VIC",3168,null,"Hilite Pty Ltd","CLAYTON NORTH","4 KUMARA PLACE ",8896,145.1265464,-37.915062
null,"10 Nov 2016","Address","Childsplaycorio","PR-40008925","VIC",3029,null,"CHILDSPLAYCORIO PTY. LTD.","TARNEIT","40 AZURE DRIVE ",8897,144.6619454,-37.8489181
null,"05 Nov 2012","Address","Allura family Day Care","PR-00006730","VIC",3029,null,"Sartu Baker","TRUGANINA","40 ORLANDO DRIVE ",8898,144.7276209,-37.8410979
null,"22 Jul 2016","Address","Smartlink Family Day Care Pty Ltd","PR-40005476","VIC",3064,null,"Smartlink Family Day Care Pty Ltd","CRAIGIEBURN","5 BUNINYONG LANE ",8900,144.9238075,-37.5709372
null,"07 Sep 2015","Address","Influence By Nurture Family Daycare","PR-40002240","VIC",3750,null,"R AFA & S SAMI","WOLLERT","5 WESTHAM WAY ",8902,145.0223968,-37.6181422
null,"11 Mar 2016","Address",null,"PR-40005030","VIC",3029,null,"Garima Manishi","TARNEIT","6 MAPLETON WAY ",8903,144.6816565,-37.8392929
null,"29 Dec 2011","Address",null,"PR-00002951","VIC",3144,null,"Childcare Management Systems Pty Ltd as trustee for The Rosenberg Buddies Family Trust","MALVERN","6 THANET STREET ",8904,145.036512,-37.858468
null,"29 Dec 2011","Address",null,"PR-00002337","VIC",3144,null,"Highpoint Kinder Haven Pty Ltd ATF The Rosenberg Highpoint Family Trust","MALVERN","6 THANET STREET ",8905,145.036512,-37.858468
null,"29 Dec 2011","Address",null,"PR-00002327","VIC",3144,null,"Moonee Ponds Kinder Haven P/L A.T.F. The Rosenberg Moonee Ponds Family Trust","MALVERN","6 THANET STREET ",8906,145.036512,-37.858468
null,"04 Jun 2012","Address","Kushland Family Day Care Services Pty Ltd","PR-00006744","VIC",3977,null,"Kushland Family Daycare Services Pty Ltd","CRANBOURNE","6 WILLOWDALE DRIVE ",8907,145.3151808,-38.075404
null,"29 Dec 2011","Address",null,"PR-00001665","VIC",3194,null,"Mentone Grammar School","MENTONE","63 VENICE STREET ",8908,145.0673834,-37.9879154
null,"18 Nov 2015","Address","Little Bees Care","PR-40002434","VIC",3152,null,"Little Bees Care Pty. Ltd.","WANTIRNA","8 BOTANY COURT ",8910,145.230454,-37.841149
null,"29 Dec 2011","Address",null,"PR-00003046","VIC",3754,null,"Wallaby Childcare Pty Ltd","DOREEN","9 BULIMBA DRIVE ",8911,145.1258405,-37.5859315
null,"29 Dec 2011","Address",null,"PR-00001800","VIC",3175,null,"Shalimar Park Preschool Assoc Inc","DANDENONG NORTH","1 MILAN COURT ",8913,145.2144916,-37.9561302
null,"29 Dec 2011","Address",null,"PR-00001719","VIC",3126,null,"Canterbury Norwood Baptist Kindergarten Association Inc","CANTERBURY","2 BORONIA STREET ",8917,145.078383,-37.82313
null,"29 Dec 2011","Address",null,"PR-00002909","VIC",3931,null,"Benton Junior College - Benton Childcare Club","MORNINGTON","261 RACECOURSE ROAD ",8921,145.0611275,-38.2463028
null,"29 Dec 2011","Address",null,"PR-00003059","VIC",3011,null,"Early Childhood Learning Family Day Care Pty Ltd","FOOTSCRAY","30 FRENCH STREET ",8922,144.896808,-37.8008558
null,"29 Dec 2011","Address",null,"PR-00002067","VIC",3021,null,"Little Babe's Pty Ltd","ST ALBANS","42 KINGS ROAD ",8926,144.780439,-37.737983
null,"29 Dec 2011","Address",null,"PR-00001374","VIC",3201,null,"Botany Park Preschool Committee Inc","CARRUM DOWNS","53 LYREBIRD DRIVE ",8928,145.1746289,-38.1110579
null,"29 Dec 2011","Address",null,"PR-00002471","VIC",3034,null,"Sidco 25 Pty Ltd","AVONDALE HEIGHTS","7 BROWNING CRESCENT ",8930,144.872925,-37.757858
null,"29 Dec 2011","Address",null,"PR-00001479","VIC",3111,null,"Donvale Preschool Assoc Inc","DONVALE","7 FLORENCE AVENUE ",8931,145.18115,-37.800231
null,"30 Aug 2012","Address","Aussie Kids Family Day Care","PR-00006834","VIC",3064,null,"Ayyantu Ali","CRAIGIEBURN","11 MEDWAY ROAD ",8934,144.935631,-37.592297
null,"29 Dec 2011","Address",null,"PR-00002031","VIC",3146,null,"Kordus Pty Ltd","GLEN IRIS","190 BURKE ROAD ",8936,145.051497,-37.8596
null,"29 Dec 2011","Address",null,"PR-00001915","VIC",3915,null,"Westernport Child Care Centre Pty Ltd ATF The Giacco Family Trust","HASTINGS","249 MARINE PARADE ",8937,145.189758,-38.288828
null,"29 Dec 2011","Address",null,"PR-00002787","VIC",3153,null,"Our Lady of Lourdes Primary School","BAYSWATER","25 ORANGE GROVE ",8938,145.2653045,-37.8480694
null,"29 Dec 2011","Address",null,"PR-00002131","VIC",3204,null,"Rosetone Pty. Ltd.","BENTLEIGH","263-265 CENTRE ROAD ",8939,145.031487,-37.917411
null,"29 Dec 2011","Address",null,"PR-00001521","VIC",3031,null,"Flemington Child Care Co-operative Ltd","FLEMINGTON","53 WELLINGTON STREET ",8944,144.931537,-37.786315
null,"29 Dec 2011","Address",null,"PR-00001637","VIC",3132,null,"Little League Children's Services Pty Ltd","MITCHAM","694 WHITEHORSE ROAD ",8947,145.205531,-37.816836
null,"29 Dec 2011","Address",null,"PR-00001473","VIC",3089,null,"Diamond Creek Memorial Preschool Association Inc","DIAMOND CREEK","11 COLLINS STREET ",8950,145.149364,-37.672475
null,"29 Dec 2011","Address",null,"PR-00001735","VIC",3195,null,"Parkdale Preschool Assoc Inc","PARKDALE","14 ALAMEDA PLACE ",8953,145.0753953,-37.993359
null,"29 Dec 2011","Address",null,"PR-00001561","VIC",3175,null,"Happy Kids Child Care Centre Pty Ltd","DANDENONG","187 GLADSTONE ROAD ",8956,145.206745,-37.960757
null,"29 Dec 2011","Address",null,"PR-00001559","VIC",3188,null,"Hampton Community Kindergarten Inc","HAMPTON","1A MYRTLE ROAD ",8958,145.0117494,-37.941132
null,"29 Dec 2011","Address",null,"PR-00001877","VIC",3941,null,"Tootgarook Preschool Inc","TOOTGAROOK","24 BARRY STREET ",8962,144.858516,-38.370495
null,"29 Dec 2011","Address",null,"PR-00001868","VIC",3103,null,"The Minifie Park Child Care Centre Assoc Inc","BALWYN","290 BELMORE ROAD ",8965,145.0962255,-37.8041299
null,"29 Dec 2011","Address",null,"PR-00002194","VIC",3150,null,"Mysore & Associates Pty Ltd.","GLEN WAVERLEY","3-5 THE BOULEVARD ",8967,145.1656084,-37.8685116
null,"29 Dec 2011","Address",null,"PR-00001318","VIC",3150,null,"Appletree Preschool Assoc Inc","GLEN WAVERLEY","37 SHEPHERD ROAD ",8971,145.182967,-37.883685
null,"02 Aug 2013","Address","LQH Family Day Care","PR-40000566","VIC",3175,null,"Jamila Abdi","DANDENONG NORTH","48 ARMSTRONG WAY ",8975,145.2029,-37.949001
null,"29 Dec 2011","Address",null,"PR-00002813","VIC",3132,null,"St John's Parish - Mitcham","MITCHAM","494 WHITEHORSE ROAD ",8976,145.1905325,-37.8171685
null,"29 Dec 2011","Address",null,"PR-00002448","VIC",3016,null,"I E L C Pty Ltd","WILLIAMSTOWN","76 VICTORIA STREET ",8982,144.889013,-37.861619
null,"29 Dec 2011","Address",null,"PR-00002072","VIC",3135,null,"Heathmont Baptist Pre School Inc","HEATHMONT EAST","78 CUTHBERT STREET ",8983,145.239311,-37.8343073
null,"29 Dec 2011","Address",null,"PR-00002701","VIC",3087,null,"Watsonia North Primary School","WATSONIA","16 SHARPES ROAD ",8989,145.0804948,-37.7001781
null,"29 Dec 2011","Address",null,"PR-00001523","VIC",3127,null,"Florence Road Preschool Centre Inc","SURREY HILLS","2 FLORENCE ROAD ",8991,145.102603,-37.8268157
null,"29 Dec 2011","Address",null,"PR-00001818","VIC",3021,null,"St Albans Turkish Community Child Care Co-op Ltd","ST ALBANS","32A ARTHUR STREET ",8994,144.803469,-37.735873
null,"29 Dec 2011","Address",null,"PR-00001647","VIC",3150,null,"Maclaw No 360 Pty Ltd","WHEELERS HILL","34 AMELIA AVENUE ",8995,145.199334,-37.906771
null,"29 Dec 2011","Address",null,"PR-00002750","VIC",3122,null,"Fr Des Dwyer","HAWTHORN","345 BURWOOD ROAD ",8996,145.03497,-37.8223957
null,"31 Dec 2011","Address","Immaculate Conception Catholic Church Hawthorn","PR-00006745","VIC",3122,null,"Immaculate Conception Catholic Church Hawthorn","HAWTHORN","345 BURWOOD ROAD ",8997,145.03497,-37.8223957
null,"29 Dec 2011","Address",null,"PR-00002097","VIC",3012,null,"Benefit Court Pty Ltd","MAIDSTONE","36 BURNS STREET ",8998,144.8744769,-37.7868952
null,"29 Dec 2011","Address",null,"PR-00002026","VIC",3104,null,"Greythorn Early Childhood Centre Inc","BALWYN NORTH","4 TRENTWOOD AVENUE ",9001,145.0957307,-37.7902346
null,"29 Dec 2011","Address",null,"PR-00002338","VIC",3088,null,"St George Property Group Pty Ltd","GREENSBOROUGH","66 BRENTWICK DRIVE ",9004,145.113905,-37.683413
null,"29 Dec 2011","Address",null,"PR-00001783","VIC",3175,null,"Rosewood Downs Child Care Centre Pty Ltd","DANDENONG","1 MURRAY ROAD ",9005,145.210516,-37.943755
null,"29 Dec 2011","Address",null,"PR-00003030","VIC",3095,null,"Our Lady Help of Christians Primary School O.S.H. Care","ELTHAM","1-13 HENRY STREET ",9006,145.1482842,-37.716214
null,"29 Dec 2011","Address",null,"PR-00001742","VIC",3078,null,"Perry Street Child Care Centre Inc","FAIRFIELD","129 PERRY STREET ",9008,145.024278,-37.772148
null,"29 Dec 2011","Address",null,"PR-00001300","VIC",3121,null,"Acacia Indo-chinese Community Support Association Inc","RICHMOND","13 BELGIUM AVENUE ",9009,144.997483,-37.814671
null,"29 Dec 2011","Address",null,"PR-00001313","VIC",3070,null,"Annie Dennis Children's Centre Inc.","NORTHCOTE","2-6 OLDIS AVENUE ",9013,144.9996402,-37.7734698
null,"29 Dec 2011","Address",null,"PR-00002174","VIC",3186,null,"RVVF Enterprises Pty Ltd","BRIGHTON","247 NEW STREET ",9016,144.991728,-37.910782
null,"29 Dec 2011","Address",null,"PR-00002282","VIC",3067,null,"Little Sophia Inc","ABBOTSFORD","35 ABBOTSFORD STREET ",9019,144.9997668,-37.8020399
null,"03 Dec 2014","Address",null,"PR-40002693","VIC",3183,null,"THE AVENUE CHILDREN'S CENTRE INC","BALACLAVA","39 THE AVENUE ",9020,144.99779,-37.871802
null,"29 Dec 2011","Address",null,"PR-00001303","VIC",3042,null,"Airport West Child Care Centre Co-operative Ltd","AIRPORT WEST","4 CLYDESDALE ROAD ",9021,144.8802872,-37.7283062
null,"29 Dec 2011","Address",null,"PR-00001427","VIC",3977,null,"Clarendon Street Child Care Centre Co-op Ltd","CRANBOURNE","43A CLARENDON STREET ",9022,145.27611,-38.104597
null,"29 Dec 2011","Address",null,"PR-00002493","VIC",3188,null,"Telks Pty Ltd","HAMPTON","8 HUDSON STREET ",9024,145.011125,-37.938102
null,"29 Dec 2011","Address",null,"PR-00001629","VIC",3102,null,"Laratel Pty Ltd","KEW EAST","8-12 WOODLANDS AVENUE ",9026,145.0570872,-37.7989173
null,"11 Dec 2012","Address","In Loving Hands Family Day Care Service Pty Ltd","PR-00006804","VIC",3031,null,"In Loving Hands Family Day Care Service Pty Ltd","KENSINGTON BANKS","11 GOLDSBROUGH WALK ",9029,144.9189544,-37.796727
null,"12 Jan 2012","Address","Community Children Moonee Ponds","PR-00008048","VIC",3042,null,"Community Children Moonee Ponds Pty Ltd","NIDDRIE","16 COGHLAN STREET ",9033,144.889533,-37.7421515
null,"29 Dec 2011","Address",null,"PR-00002431","VIC",3042,null,"Community Children Pty Ltd ATF Community Children Unit Trust","NIDDRIE","16 COGHLAN STREET ",9034,144.889533,-37.7421515
null,"29 Dec 2011","Address",null,"PR-00002213","VIC",3178,null,"Mary Jayanthi Illesinghe Prasantha Illesinghe","ROWVILLE","19 TARA CLOSE ",9035,145.2541488,-37.9337211
null,"29 Dec 2011","Address",null,"PR-00002383","VIC",3178,null,"P Illesinghe & M Illesinghe ATF the M & P Illesinghe Family Trust","ROWVILLE","19 TARA CLOSE ",9036,145.2541488,-37.9337211
null,"29 Dec 2011","Address",null,"PR-00001392","VIC",3199,null,"Bruce Park Preschool Association Inc","FRANKSTON","23 MARGATE AVENUE ",9038,145.1395646,-38.1606033
null,"20 Apr 2016","Address",null,"PR-40005290","VIC",3977,null,"MASTER HAIRDRESSING & CONTRACTORS PTY. LTD.","CRANBOURNE WEST","29 STANFORD STREET",9041,145.2529187,-38.0954195
null,"29 Dec 2011","Address",null,"PR-00001777","VIC",3122,null,"Robert Cochrane Kindergarten Inc","HAWTHORN","2A MINONA STREET ",9045,145.0412799,-37.8240179
null,"29 Dec 2011","Address",null,"PR-00001652","VIC",3073,null,"Manes Care Pty Ltd","RESERVOIR","41 EDWARDES STREET ",9052,145.004581,-37.716327
null,"29 Dec 2011","Address",null,"PR-00002514","VIC",3060,null,"Happy Kids Family Day Care Service Pty. Ltd.","FAWKNER","92 LYNCH ROAD ",9056,144.965905,-37.711043
null,"29 Dec 2011","Address",null,"PR-00002364","VIC",3106,null,"Kekeco Childcare Pty Ltd","TEMPLESTOWE","1 KEARNEY LANE ",9059,145.1717778,-37.7406255
null,"25 Sep 2013","Address","WONDERLAND FAMILY DAY CARE","PR-40000775","VIC",3024,null,"WONDERLAND FAMILY DAY CARE PTY LTD","WYNDHAM VALE","14 WOORITE PLACE ",9062,144.6236392,-37.8966842
null,"29 Dec 2011","Address",null,"PR-00002057","VIC",3194,null,"TGL (Vic) Pty Ltd","MENTONE","18 ACACIA AVENUE ",9064,145.083249,-37.98252
null,"29 Dec 2011","Address",null,"PR-00002263","VIC",3024,null,"Mark Reilly as Trustee for the Wyndarra Family Trust","WYNDHAM VALE","18 GREENS ROAD ",9065,144.62669,-37.89022
null,"29 Dec 2011","Address",null,"PR-00002540","VIC",3931,null,"Phillippa Anne Preston and Victoria Louise Chapman Partners","MORNINGTON","18-20 FLEET STREET ",9066,145.043337,-38.229346
null,"29 Dec 2011","Address",null,"PR-00002498","VIC",3036," The person with management and control and the majority of educators employed or engaged by Early Learning Kinders Pty Ltd must attend an information forum conducted by the Department in relation to the content and application of the Education and Care Services National Law Act 2010 and the Education and Care Services National Regulations 2011 by 15 December 2014. Proof of the completion of this professional development must be forwarded to the Department within 7 days of the completion of the professional development. The approved provider must provide professional development to every educator employed or engaged by Early Learning Kinders Pty Ltd to ensure that they gain knowledge to build their skills in developing effective programs that meet the needs of all children and enable them to interact meaningfully with all children at the service. The professional development must be delivered by a recognised early childhood organisation or expert approved by the Department and delivered by 15 December 2014. Proof of the completion of this professional development must be forwarded to the Department within 7 days of the completion of the professional development. The person with management and control must undertake professional development or mentoring in relation to educational program and practice; children’s health and safety; physical environment; and leadership and service management. The professional development or mentoring must be delivered by a recognised early childhood organisation or expert approved by the Department and delivered by 15 December 2014. Proof of the completion of this professional development must be forwarded to the Department within 7 days of the completion of the professional development.","Early Learning Kinders Pty Ltd","KEILOR","181 ARUNDEL ROAD ",9067,144.8296313,-37.6929248
null,"29 Dec 2011","Address",null,"PR-00002499","VIC",3036," The person with management and control and the majority of educators employed or engaged by Sydenham Pre School Pty Ltd must attend an information forum conducted by the Department in relation to the content and application of the Education and Care Services National Law Act 2010 and the Education and Care Services National Regulations 2011 by 15 December 2014. Proof of the completion of this professional development must be forwarded to the Department within 7 days of the completion of the professional development. The approved provider must provide professional development to every educator employed or engaged by Sydenham Pre School Pty Ltd to ensure that they gain knowledge to build their skills in developing effective programs that meet the needs of all children and enable them to interact meaningfully with all children at the service. The professional development must be delivered by a recognised early childhood organisation or expert approved by the Department and delivered by 15 December 2014. Proof of the completion of this professional development must be forwarded to the Department within 7 days of the completion of the professional development. The person with management and control must undertake professional development or mentoring in relation to educational program and practice; children’s health and safety; physical environment; and leadership and service management. The professional development or mentoring must be delivered by a recognised early childhood organisation or expert approved by the Department and delivered by 15 December 2014. Proof of the completion of this professional development must be forwarded to the Department within 7 days of the completion of the professional development.","Sydenham Pre School Pty Ltd","KEILOR","181 ARUNDEL ROAD ",9068,144.8296313,-37.6929248
null,"29 Dec 2011","Address",null,"PR-00002724","VIC",3076,null,"Epping Views Primary School Council","EPPING","20 MANSFIELD STREET ",9070,145.023671,-37.6284967
null,"29 Dec 2011","Address",null,"PR-00002339","VIC",3059,null,"Kayjo Enterprises Pty Ltd ATF The Kayjo Family Trust","GREENVALE","22 NICHOLSON COURT ",9071,144.904949,-37.647592
null,"29 Dec 2011","Address",null,"PR-00001824","VIC",3183,null,"St Kilda & Balaclava Kindergarten Inc","BALACLAVA","23 NELSON STREET ",9073,144.993512,-37.866702
null,"19 May 2015","Address","Twinkling Hearts","PR-40002102","VIC",3024,null,"Manoj Cherian Jacob","WYNDHAM VALE","27 YARRAMAN ROAD ",9075,144.5996795,-37.8684829
null,"29 Dec 2011","Address",null,"PR-00002295","VIC",3108,null,"Bestin Developments Pty Ltd","DONCASTER","29 WALKER STREET ",9077,145.128569,-37.790143
null,"29 Dec 2011","Address",null,"PR-00003049","VIC",3178,null,"ZuBees Pty Ltd","ROWVILLE","7 ST JOHN PLACE ",9082,145.243847,-37.916546
null,"29 Dec 2011","Address",null,"PR-00002046","VIC",3042,null,"Agnostino Mondo; Marlene Mondo","AIRPORT WEST","79 MCINTOSH STREET ",9083,144.883868,-37.721025
null,"29 Dec 2011","Address","East West Childcare","PR-00002128","VIC",3065,null,"East West Childcare Association Inc","FITZROY","138 GEORGE STREET ",9086,144.981057,-37.804667
null,"05 Apr 2017","Address","Keilor Heights Early LEarning Centre","PR-40009395","VIC",3033,null,"KEILOR HEIGHTS EARLY LEARNING CENTRE PTY LTD","KEILOR EAST","45 SHELLEY STREET ",9095,144.8674863,-37.7381752
null,"29 Dec 2011","Address",null,"PR-00001462","VIC",3109,null,"Deep Creek Child Care Centre Inc","DONCASTER EAST","510 BLACKBURN ROAD ",9096,145.1672671,-37.7607217
null,"29 Dec 2011","Address",null,"PR-00001463","VIC",3109,null,"Deep Creek Preschool Assoc Inc","DONCASTER EAST","510 BLACKBURN ROAD ",9097,145.1672671,-37.7607217
null,"29 Dec 2011","Address",null,"PR-00001823","VIC",3128,null,"Lutheran Church of Australia Victorian District","BOX HILL","755 STATION STREET ",9100,145.124476,-37.814131
null,"29 Dec 2011","Address",null,"PR-00001624","VIC",3075,null,"Lalor East Preschool Association Inc","LALOR","186 DAREBIN DRIVE ",9102,145.0360583,-37.668781
null,"29 Dec 2011","Address",null,"PR-00002580","VIC",3029,null,"Amafhh Investments Pty Ltd ATF AmafHH Unit Trust","HOPPERS CROSSING","223A MORRIS ROAD ",9103,144.703702,-37.8635823
null,"30 Aug 2016","Address","MAGIC KIDS FAMILYDAYCARE","PR-40006502","VIC",3029,null,"SUBHA BHARAT","TRUGANINA","5 SABINE WAY ",9112,144.7078087,-37.8375897
null,"29 Dec 2011","Address",null,"PR-00001453","VIC",3782,null,"Dandenong Ranges Steiner School Inc","EMERALD","11C DUFFYS ROAD ",9117,145.3879646,-37.9594405
null,"29 Dec 2011","Address",null,"PR-00002576","VIC",3975,null,"Kharisma Kids Pty Ltd","LYNBROOK","122 PATERSON DRIVE ",9118,145.2513009,-38.058423
